,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,Google,,4.0,L3 Experience,Software Engineer,Singapore,Great benefit. They will cover most of people's general problems.,Too much politics if you have bad upper-management
0,Google,,5.0,Software Engineer,Software Engineering,Singapore,Nice people to work with,Easy to replace as the team is full of super stars
0,Google,,4.0,Good pay and good culture,Technical Lead,Singapore,Big tech name and you know it is good,OT culture and tight deadlines to be mets
0,Google,,5.0,Nice Place to work,Senior Software Engineer,Singapore,Awesome working place to work,sleepless nights. countless meetings to attend
0,Google,,5.0,Mi zjzfnxmznvzmgsjgjfgj,Senior Software Engineer,Singapore,"Good working culture, excellent food options good holidays",No cons all the things are perfect and blessings
0,Google,,5.0,Great inclusive culture,Software Engineer,Singapore,Work on meaningful projects with top talents,Mostly the same as a standard software engineer's woes
0,Google,,5.0,Working at Google is an unique oppotunity,Software Developer,Singapore,Working at Google is a unique opportunity,it is really stressful sometimes
0,Google,,5.0,Sr Software Eng.,Senior Software Eng,Singapore,Excellent Work env and cult.,Work hrs and vacation alloc.
0,Google,,5.0,Good place to start career.,Google Engineering Practicum,Singapore,Easy Going and plenty of employee benefits.,Sometimes lack structure and timing.
0,Google,,5.0,Great place to work,Software Engineer,Singapore,Great place to work Great place to work,nothing to declare here etc
0,Google,,5.0,good place to work at,Software Engineer,Singapore,freedom to initiate projects fast processes,no cons so far that I see
0,Google,,5.0,"Great working culture, pay is great",Software Engineer,Singapore,"Flexible working arrangements, relaxed atmosphere",I can't find a flaw.
0,Google,,5.0,good company,Computer Programmer,Singapore,many benefits and compensations. lively work environment,no cons as company spirit is good
0,Google,,4.0,Maintain DC Business,Engineer,Singapore,"Good enviroment, flexible working time","A lot of OT, not enough man power"
0,Google,,5.0,Good place to work,Software Engineer,Singapore,Great atmosphere Nice place Good tech High salary,More challange Hard to hired No fulltime remote
0,Google,,5.0,Great,Software Development Engineer,Singapore,Love it and the dining hall is pretty great.,Pay is not so good.
0,Google,,5.0,best,Engineering Executive -Manager,Singapore,very conducice environent to work in,very high standards...hard to compete with sundar pichai
0,Google,,5.0,Good environment,Engineer,Singapore,Lot of employee welfare for everyone to use,Not that i think of
0,Google,,4.0,Engineering,Software Engineer,Singapore,Salaries high and the environment is very nice,I think there are no cons
0,Google,,5.0,Good company,Software Development Engineer,Singapore,Nice office and colleague Good work life balance,there is no cons s
0,Google,,3.0,Very great!,Software Engineer,Singapore,"Talented people, great work life balance",Things could be a little slow
0,Google,,5.0,Nice environment,Engineer,Singapore,good learning to start here,nothing bad but more flexibility
0,Google,,4.0,Best to work,Software Developer,Singapore,flexible working good working environment the perks,Potentially long durations between promotions.
0,Google,,5.0,Good wlb,Software Engineer,Singapore,Good wlb and good compensation,Less growth and interesting work
0,Google,,4.0,Software engineer,Software Engineer,Singapore,- Awesome work life balance.,- Less variety of work.
0,Google,,4.0,Good,Software Engineer,Singapore,"Good and Fun, very interesting","No Cons, eat food every day"
0,Google,,1.0,Check one time,Software Engineer,Singapore,Salary is very good and the only good reason,"Long working hours, like very long"
0,MSD,,5.0,Good place for work life balance,Senior Software Engineer,Singapore,1. Company has good leadership and vision. 2. Very good work life balance. 3. Leaders always encourage us to decline meetings after work hours and take breaks. Nobody disturbs you when you are on holiday. 4. People that you work with are likely to be experts in their fields. 5. The products are meaningful and give you a sense of purpose. Products/software you build is not just going to line a rich man’s pocket but is actually useful for humanity.,"1. Salary is on the lower side compared to tech companies, but you also won’t get fired like tech companies."
0,MSD,,3.0,Current MSD employee,Quality Associate,"Tuas,",High workload and shortage of manpower,Great employee benefits for permanent staff
0,MSD,,3.0,Working at MSD,Engineer,"Tuas,",Teamwork culture is very strong.,There is inadequate work life balance.
0,MSD,,4.0,Overall a great company,Software Engineer,Singapore,"- Great work-life balance - Most teams have good culture - Decent benefits (medical, flexible, bonus)",- Slow pace - Salary for IT roles not very competitive
0,MSD,,4.0,Senior Automation Engineer,Senior Automation Engineer,Singapore,Good to learn and explore new technologies.,Too much work load pressure
0,MSD,,4.0,Experience with MSD,Quality Associate,Singapore,Good place to learn and grow,"Low pay, often long working hours"
0,MSD,,4.0,Internship Review,Cloud Engineer Intern,Singapore,"Amazing office culture, supportive colleagues.",Smaller IT team in Singapore
0,MSD,,3.0,Decent pay but limited progression,Senior Engineer,"Tuas,","Good rewards/recognition system, good management, open feedback culture","Slow progression, limited transport arrangements, too much work but not enough manpower"
0,MSD,,5.0,Great place to work,Data Engineer,Singapore,Inclusive and welcoming work place Recognition and reward programs Good bonus Growth opportunities,"US based company, so need to extend evenings to connect with US customers Less opportunities in SG compared to US, Europe region"
0,MSD,,4.0,Good MNC,Quality Control,Singapore River,- Good MNC package - Reputable organization,Non I can think of
0,MSD,,4.0,Flexible work arrangement,Quality Assurance,Singapore,"Good work life balance, hybrid work arrangement.","Company transport is really bad. Very few locations in the morning, only drop off at tuas during evening."
0,MSD,,4.0,Good benefit,Automation Engineer,"Tuas,",Multiple medical benefit Good peer incentives,Long working hours required Standby duty
0,MSD,,4.0,Good,Engineer,"Tuas,","interesting work, great people and great managers",stakeholder management can be difficult
0,MSD,,5.0,MSD,AI Specialist,Singapore,Good benefits package Nice culture Forward-thinking Professional,Too much work leads to stress.
0,MSD,,3.0,Life at MSD,Engineer,Singapore,Company is stable. Would get piece of mind.,Some work even easy task require with various departement or team in different part of the world which quite challenging to collaborate resulting in slow progress.
0,MSD,,4.0,Challenging role ; Wonderful Work Culture ; An approachable Leadership team!,Senior Automation Engineer,Singapore,"A fantastic organization, amazing work culture, a good team and very competitive-supportive functioal teams. One can approach any personnel in the organisation irrespective of their position to get your doubts clarified! Senior Management listens to you very well and looks to take an action, which I think motivates anyone!","Be prepared for Long working hours especially in any supporting roles. Poor Work-Life balance, but the management has been taking action to better it. Compensation could be a better for the amount of work being done."
0,MSD,,5.0,Not good for fresh graudate to learn technique skill,Automation Engineer,"Jurong West New Town,","Good management, exposed to many different brand knowledge",don't have time to focus on one thing. have to do multiple tasks parallelly. Sometimes need to complete the task in Weekend.
0,MSD,,4.0,Good place for industrial automation engineer,Automation Engineer,Singapore,got senior manager position for industrial automation,workload can be over whelming
0,MSD,,4.0,Salary,Quality Analyst,"Tuas,",Team work and good communication is maintained in this company.,Paid the same but sometimes twice the work.
0,MSD,,3.0,Work Life Balance,Senior Software Engineer,Singapore,Work life balance. Family first policy. Great culture.,"Night calls, off hour calls. Paid the same but sometimes twice the work. Low compensation compare to IT industry."
0,MSD,,4.0,Working Environment in MSD,PTO Engineer,"Tuas,",Working culture and environment is relatively nice.,The cafeteria food is not what as you expected.
0,MSD,,4.0,Good place to work,Engineer,Singapore,Talented and dedicated co-workers and superiors,Salary not competitive compared to other industry
0,MSD,,1.0,Bad work Life balance,Pharmaceutical Technical Operations Engineer,Singapore,Exposure to big projects in junior role,Inhumane hours and unpaid Overtime No chance to clear leave
0,MSD,,5.0,Great Employer,Software Engineer,Singapore,Great work place to learn and evolve Good opportunities Employee benefits Flexibility Diverse culture,No remote working from home country
0,MSD,,5.0,Engineer Specialist,Engineer Specialist,"Queenstown Estate,",Nice ambience and friendly people.,Workload is very high. Things get pushed to you even its not under your scope
0,MSD,,3.0,Still new.,Engineer,Singapore,"Good environment. Lots of friendly colleagues to talk to, transport provided to jurong east, Boon Lay and choa Chu Kang.",Learning the processes can be hard for new comers. Please bear in mind that not everybody is required to learn about the processes
0,MSD,,5.0,Good culture,Software Engineer,Singapore,Helpful colleague Good Culture Established enterprise system to mitigate risk,Complicated Bussiness Process Slow moving in many areas
0,MSD,,5.0,Excellent place to work with great work life balance and staff benefits,Senior Mobile Applications Developer,Singapore,Healthcare Benefits Work-life balance Work which impact lives,Too many meetings Many compliance and process-related issues Hierarchical
0,MSD,,5.0,Good Company for Freshers,Automation Engineer,Singapore,"Good Team, Friendly and Professional Employees",Hectic work to meet deadlines.
0,MSD,,5.0,Good to work,Engineer,Singapore,Everyone is willing to share the knowledge,"Workload is quite high, often have problem"
0,MSD,,4.0,Good salary No life,Senior Automation Engineer,Singapore,"Good salary, good bonus benefits",No work life balance
0,MSD,,4.0,Good Job Advancement,Quality Assurance,Singapore,Big Organisation Open concept Systematic People Management,Complexity Adapt to changes Least work life balance
0,MSD,,4.0,Review of MSD,Equipment Engineer,Singapore,"Good place to work, good coulture",Lot of work will feel more pressure
0,MSD,,3.0,Engineer,Engineer,Singapore,"Nice culture, friendly people & nice work-life balance","Not complete training process, low salary"
0,MSD,,1.0,Looks great on the outside only,QA Specialist,"Tuas,",stable MNC with good reputable.,"No training development, HR benefits are lousy."
0,Amazon,,5.0,Good company,Software Develoeper,Singapore,Good Environment Good Place to Learn,No No No No No
0,Amazon,,4.0,Review up for reivew,Engineer,Singapore,nice job for entry level position,long hour job. low pay
0,Amazon,,2.0,Low pay of company,Data Engineer,Singapore,More chances to learn the new tech,Always need to overtime and communication cost is high
0,Amazon,,3.0,Great company & Perks,Senior Software Engineer,Singapore,- Flexible working hours - Can still work from home for some of the week - Great team,- To much middle management - Difficult to get anything approved in quick time
0,Amazon,,3.0,Excellent,Software Engineer,Singapore,"Great culture (no blame culture, great mentorship, opportunities for growth) Valuable mission Good wlb",pantry wasn't big enough for me
0,Amazon,,5.0,Lots to learn and always on go,Senior Solution Architect,Singapore,Fun to learn and lots to learn. Love the customer obsession and wanting to do the right by the customer,Lots of expectations to fulfil
0,Amazon,,5.0,AWSome Company to work for!,Senior Solutions Architect,Singapore,* Go-getter culture permeates the entire company * Extremely customer focused - you will learn to put the customer at the center of all our thought * Most leaders live by the Amazon Leadership Principles most of the time * Fun work culture,* Work can get to you if you do not prioritize and filter work * While technical eminence is part of your KPI - it usually comes at the cost of a lot of after work hour effort * Direct culture - be prepared to hear blunt feedback - but it is not meant in a negative way
0,Amazon,,5.0,New Joiner Review,Senior Cloud Architect,Singapore,"The company lives and breathes by the Leadership Principles, they are not for show unlike other companies, and the culture is excellent. The focus on onboarding is the best I've seen in my 10+ years of working. Hierarchy is flat, the colleagues are excellent, there is a high level of psychological safety in terms of speaking up and making honest (non-deliberate) mistakes. All of their working principles are backed by scientific research you have probably read in articles (eg. Harvard Business Review, etc), but almost never followed in your current company ever - except Amazon. Technical wise, you working for the world's best Cloud Provider and have a ton of opportunities to learn.","The culture is not for everyone. You have to be very disciplined, a self-starter, and manage your own time and career. In short, you must have a high degree of ownership. This is not a con if you have the right mindset and making very deliberate choices on what you want to focus on (job, experience, family, etc.) Looking at what others have written negatively, especially about work-life balance, they are more of a bad fit rather than a con of working at Amazon. There are many avenues to seek help when you feel overwhelmed, but you have to own the decision."
0,Amazon,,5.0,"Flat organizational structure, amazing company culture",Mechanical Engineer,Singapore,"great platform to get exposure to the the most advanced data center technology, various types of project","fast pace in working, customer-centric based on fast response of the Amazoniars."
0,Amazon,,5.0,"Fast Paced Environment, Great for Growth",AWS Cloud Architect,Singapore,"The environment is very fast paced, with fantastic learning opportunities since Day 1. Salary and compensation is good (RSUs etc), not to mention the strong brand name/prestige that comes from working at FAANG. You also get to work with highly intelligent people.","Work life balance leaves more to be desired, but that's due to being shorthanded in a high growth sector."
0,Amazon,,5.0,this is an anonymous post,Senior Cloud Architect,Singapore,this is an anonymous post for salary,there are no downs in working for amazon
0,Amazon,,4.0,You cannot go wrong being obsessed over the customer,Solutions Architect,Singapore,"The company puts customer first in everything. Giving the customer the greatest value is the obsession of its leaders. Always do what's best for the customer, preferring long term wins over short term gains. Invent and simplify for the customer's sake.",Too many independent teams making independent decisions can sometimes result in inconsistency. Being over focussed on the leader principles can become too inward looking.
0,Amazon,,4.0,Great Onboarding experience,Solutions Architect,Singapore,"I've only been here for less than 6 months, so main comments are regarding onboarding experience - Very helpful manager/mentor and team. Can't comment on other teams though. - Guided onboarding with clear tasks and activities to perform - Choice of laptops - WFH equipment compensation - Mobile/bill compensation -AWS exams compensation - Flexible working hours","- Be prepared for information overload during onboarding period - Even though it is encouraged to have a good WLB, it is difficult to keep up with the amount of things to do"
0,Amazon,,5.0,Good benefit,Solutions Architect,Singapore,"Great culture, great colleagues, decent office.",Sometimes really challenging customers to handle
0,Amazon,,5.0,AWS Singapore,Solutions Architect,Singapore,"Great place to work, a lot of learning opportunities been provided to grow and continuously development. People are willing to share and help each other all the time.","There are so many things to learn, but this is also an advantage if you enjoy the continuous self-improvement"
0,Amazon,,5.0,The Leading Cloud Provider,Senior Specialist Solutions Architect,Singapore,Work with best minds in industry Understand the culture of innovation Best chance to learn about AWS Cloud,Nothing I can think of
0,Amazon,,5.0,One of the best company I have worked with,Field Mechanical Engineer,Singapore,Lots of learning and opportunity to innovate.,Lack of processes which makes it difficult for new hires.
0,Amazon,,3.0,Consulting,Software Engineer,Singapore,Flat Management structure and family type.,You are a full-stack software developer.
0,Amazon,,5.0,"Can be busy, but work is very focused",Solution Architect,Singapore,Plenty of learning and upskilling opportunities. Get all the AWS certifications if you like. Colleagues are generally helpful and friendly and you can get mentorships. Internal transfers can be requested for. Fully work from home during COVID.,"Work can be rather busy at times, especially during the first 3 months of onboarding. Knowing how to prioritize and guard your time is important."
0,Amazon,,3.0,stressful environment,Senior Solution Architect,Singapore,work from home flexibility base salary,"politic , promotion process, work life balance"
0,Amazon,,5.0,AWS Review,Solutions Architect,Singapore,"Work with smart people, plenty of opportunities to learn new technologies, skills and make an impact.",None experienced so far in my career.
0,Amazon,,4.0,"Fast-pace, smart people, fun workplace, excellent growth",Solutions Architect,Singapore,"You'll work with great people and learn a lot. You will be expected to hold yourself to high standards. The company is large and you can move about/change your role to keep challenging yourself (but when you get into a role, you are expected to stay in it for 1-2 years before moving again). The company is a market leader and the quality of most functions is really high. Despite lots of work and the fast pace, there are enough get togethers/parties/celebrations.","You need to work smart to keep up with the fast pace; you need to be able to identify what is important and what is not, and drop the not so important stuff -- and be prepared to justify your decision. Most managers will understand if you made a mistake as long as you thought about it rationally first. Your career is in your hands -- most everyone is too busy to do more than give you high-level advice. If you keep your head down and become excellent at your level, you will remain a highly appreciated employee at your level. To be promoted, you need to try and get involved in things that give higher ups a chance to see your work. Salaries are not the highest, though they are not bad either. You could get more elsewhere (but the workplace and colleagues may not be as great as here)."
0,Amazon,,1.0,Good place for career growth,Engineer,Singapore,Good place for Career advancement,Low pay for the hectic works . Poor management.
0,Amazon,,5.0,Amazing culture,Biz Development,Singapore,Great company to work for,None that I can think off
0,Amazon,,5.0,"Challenging, Supportive, and Rewarding",Senior Cloud Architect,Singapore,"* Great support from management, co-workers, other teams * Independence is encouraged and celebrated * Solving hard problems with smart people * Strong generative culture","* Not a ton of structure, and it's not always clear what tools and processes exist * Not a lot of hand-holding. Everyone's busy, and it's up to you to figure it out."
0,Amazon,,5.0,Immense career growth amongst the brightest in tech,Principal Solutions Architect,Singapore,"Boundless opportunities to engage and work with customers and help transform industries through AWS Cloud technology. Very evident and strong push towards making a difference in diversity and inclusion with constant trainings, forums to speak, female and minority leaders across the organisation.",Can be a very ambiguous environment and quite scrappy for a large organisation. There is also incredible amount of new joiners which is diluting the Amazon culture a little.
0,Amazon,,5.0,"Learning opportunity, culture of independence, great colleagues",Senior Solutions Architect,Singapore,- A lot of time and resources are thrown at learning - A lot of smart and motivated people are pushing the bar high at all times - The products (AWS) are really leading globally and it is awesome,- Large organization. Takes time to understand - Processes and policies might take time to grasp
0,Amazon,,5.0,Best company I have ever worked with,Cloud Architect,Singapore,- Excellent employee benefits - Good culture and use of leadership principle globally - well organised and documented processes - opportunity to move around internally within different orgs -,"- amazon operates based on more of a ""self-service"" model, no spoon feeding from managers and peers, this will sometimes create difficulties to cop especially for new joiners"
0,Amazon,,4.0,Big Company that Feels like a Lean Startup,Solution Architect,Singapore,Moves fast Flat structure means you can talk to anyone,"Penny pinching in the name of frugality A lot of overlapping services, teams, goals Internal tools are rubbish"
0,Amazon,,3.0,Fast pace learning,AWS Solution Architect,Singapore,"Lot of learning and growth opportunity, you can shape your own career.","Not at all employee centric, so company does not care about you at all, so bare that in mind."
0,Amazon,,5.0,Great place to be - loads of learning with Customer focused work,Senior Cloud Architect,Singapore,Absolute customer focus Getting things done mindset Open to trying out new things Learn new things,A very different company to work with so it might take a while to get adjusted
0,Amazon,,5.0,Good Working Culture,AWS/DevOps Engineer,Singapore,One of the best place to work. Lots of opportunity to grow.,"If you are not passionate about work, it's hard to survive"
0,Amazon,,3.0,Good place to learn,Senior Cloud Architect,Singapore,"Latest tech, lots to learn, working with great talent.","high pressure to deliver, long hours, management disconnected from what is happening on the ground with little support and direction."
0,Amazon,,5.0,Love it!,Solutions Architect,Singapore,"Great salary, amazing colleagues, great customers",Long hours and hard work
0,Amazon,,4.0,Results oriented workplace,Engineer,Singapore,Some of the best co workers I've ever worked with. Lots to learn even if you are experienced.,Immense work pressure to deliver results
0,Amazon,,4.0,Great compensation,Engineer,Singapore,Great compensation when working here,Bad work life balance here
0,Amazon,,5.0,Fantastic Company,Solution Architect,Singapore,"Great Manager, Challenging work environment, Huge Growth potential",Too much work to do
0,Amazon,,5.0,Great Company,Solutions Architect,Singapore,Awesome Company with lots of great people,Can’t find anything bad yet
0,Amazon,,4.0,Good company to work in,Cloud Architect,Singapore,"Work with smart people, learn many things.",High pressure environment Hard to maintain work life balance
0,Amazon,,3.0,Work at Amazon,Senior Software Engineer,Singapore,Learn from the best and professionals.,Poor work life balance and high competition
0,Amazon,,3.0,Test,Senior Software Engineer,Singapore,Reputable company with good stability,Not much that i can think of
0,Amazon,,4.0,-,Solution Architect,Singapore,Lots of potential to innovate,"Not much welfare, tough promotion process"
0,Panasonic,,5.0,Great working environment for R&D,Senior Engineer,Singapore,"great benefits, lots of travel","very structured, slow progress of transformation"
0,Panasonic,,3.0,Ok,Engineer,Singapore,Good for exposure and gain experience,A lot of overtime to earn more money
0,Panasonic,,2.0,Could be better,Engineer,Singapore,Nice people to work with. Long breaks.,Low pay. Little ability to contribute. Little training.
0,Panasonic,,1.0,Professional and systematic company,Engineer,Singapore,"Comfortable environment. Doesn't require everyone to contribute same job load. No stressful environment, as not a result orientation culture, follow the system work will do. Management not emphasis or punishment even if project not meet target.","Favoritism culture. An environment emphasis social skill, relationship rather than output and result."
0,Panasonic,,3.0,stable but boring,Senior Software Engineer,Singapore,good office hours; WFH benefits,jobs not very intelligiently challenging
0,Panasonic,,2.0,Working environment,Senior Database Administrator (DBA),Singapore,There are many opportunities to learn and grow They provide good training,It is very politic working environment and long working hours
0,Panasonic,,4.0,Work Life Balance,Engineer,"Bedok New Town,",Work life balance. Positive environment,Average pay. Dental benefit is little.
0,Panasonic,,4.0,Software Engineering Intern,Software Engineering Intern,"Bedok New Town,",Nice supervisor with great patience and expertise.,Perhaps needs a bit more organized management
0,Panasonic,,4.0,Pros over Cons,Software Engineer,"Tuas,",Very well benefits and wage,Low opportunities and working style
0,Panasonic,,4.0,"low salary, but kindly",Senior Software Engineer,Singapore,colleagues are very kindly and the working place is not very good.,low salary and the working place is not very good.
0,Panasonic,,4.0,Good environment,Engineer,Singapore,"work life balance, friendly colleagues",Pay does not increase much over years
0,Panasonic,,4.0,Great technology and a lot of things to learn,Teat Engineer,"Tampines New Town,",A lot of new things to learn that you can’t find anywhere else.,"Salary is not competetive during my time. Company went full Machine Learning, leaving old projects and people behind. No trainings to retool old people."
0,Panasonic,,3.0,many senior talents left the company,Senior Engineer,Singapore,we have friendly colleagues and some nice team leaders,"management without clear directions, thus lead to frequent direction change"
0,Panasonic,,3.0,Company culture,Principal Engineer,Singapore,Good culture. Easy to work with all levels of employees.,Lack of skill enhancement programs or plans to grow leaders.
0,Panasonic,,2.0,Good place to retire,Applications Engineer,"Tampines New Town,",Flexible working hours with early release on Fridays.,No career progression at all!
0,Panasonic,,4.0,Fun for software ppl,Software Engineer,"Tuas,","Basically, you need to be independent as a software engineer Good bonus Good aws","Ot needed, far from home"
0,Panasonic,,3.0,Ok,Engineer,"Bedok New Town,",Flexible work schedule Good environment,Low salary A lot of work Messy direction
0,Panasonic,,5.0,Best working culture,Robotics Engineer,Singapore,All the people are very helpful,"Sometimes, the work would be unstructured"
0,Panasonic,,4.0,Good Environment,Software Engineer,"Jurong West New Town,",-welfare is good -work life balance -colleagues are helpful,-old mindset -not systematic workflow -task are given verbally without paper work
0,Panasonic,,3.0,Overview of career,Engineer,Singapore,Company is so so well equipped.,High workload with forceful completion of every task by overtime requested from upper management which is inconsiderate.
0,Panasonic,,4.0,Comfortable,R%26D Engineer,Singapore,"Great environment, legacy, and culture. Good work-life balance","Salaries are quite low, I would say less that market"
0,Panasonic,,4.0,Nice company,Equipment Engineer,"Ang Mo Kio New Town,",Good benefits and working enviroment,bad management team poor working time
0,Panasonic,,3.0,Typical Japanese MNC,Assistant Senior Engineer,"Bedok New Town,",Japanese work culture is less politics ...more of merit and loyalty,Salary and benefits are at the lower end of the spectrum
0,Panasonic,,2.0,Simple company,Engineer,Singapore,Easy going life. Emphasis in politics relationship,Boring life. Not result oriented culture.
0,Panasonic,,2.0,not recommended,Engineer,"Bedok New Town,",flexi hours for work life balance,low pay lots of dumb support work no career progression
0,Panasonic,,1.0,Don't be misled by a good brand name,Senior Engineer,"Bedok New Town,","Pros Good Brand name and company image Everything is very systematic Multinational staff Dpends on personal priorities: if you are looking for a long place to stay and not pressured to give results, this is a good place but don't expect much in return","System is built on hieracy : Always a top down apprasial approach, if boss is biased, you're done for. Stifling work environment that is inflexible Does not care about employees welfare- priority is on cost cutting Not honest to employees in terms of compensations No interest in your personal career - not good for self development and learning Callibre of people inside are very dubious- Asean talent focus on cheap labour rather than best talent"
0,Panasonic,,2.0,Mechanical Engineer,Mechanical Engineer,Singapore,Structured system in place and clear line of responsibilities drawn.,"System is good but the network for the system is too slow, resulting in lengthy delays and one has to make up with overtime. Management is only concern about saving money all the time and do not care about the consequences in the long term. Hence, they do not improve the network."
0,Panasonic,,2.0,Its a stable company to work with if you can bear the downside..,Senior Engineer,"Bedok New Town,",its a good stepping stone for fresh graduate. You can learn the basic skills from there.. its quite stable. You will have the opportunity for total MNC environment where you have many divisions working hand in hand.,"Unfairness, its not easy to grow inside, promotion is too difficult. Its very difficult to get a raise from inside but totally easy for outside external people to get a high pay and position."
0,Panasonic,,3.0,"You must as capable as robot, or even better",Engineer,Singapore,"Good exposure, less office politics Average pay and stable job","You have to be super multi-task to cater for multi-request from your managers Slow career advancement, everybody have to wait for their turn to get promoted Doing overtime is normal and if don't do means you didn't have enough commitment"
0,Panasonic,,3.0,Good learning environment for fresh grad,Software Engineer,Singapore,- Many talents staffs who are working as a team - All research projects are very challenging. - Good work environment for young staff to learn - Good benefit,- Working with tight project timeline - No one handle only 1 project - No work life balance - Not much social interaction between staffs
0,Panasonic,,4.0,Working Live in Panasonic Semi Conductor Asia,Test Engineer,Singapore,- Stable company - Benefits are fine and in line with other companies - Free Uniforms - Working hours are fine - Provide OT pay for weekend support,- Canteen food barely make it. - building is old - Management not fast enough in making decision. - Lack of training funds provided. - Not much incentives to work hard.
0,Panasonic,,4.0,Great place,Staff Software Engineer,"Bedok New Town,","Multi cultural experience, if you take ownership and challenges, they give more responsibilities, promotion. I have been traveling to support semiconductor products over Asia.","One Chinese ethnic manager (it's not about ethnicity, but I just don't want to name him), terrible, torture. Where as Japanese manager was good. Not very open culture, but more of Japanese culture, where I could not complain about this fellow to higher management"
0,Panasonic,,2.0,Not suitable for fresh graduate,Software Engineer,Singapore,you don't need to worry about being fired. A very stable environment. and you salary will get higher by years.,"often overtime working without extra paid. no work and life balance. Being pushed by seniors, leaders or higher levels.manegment level don't take their own responsibility while pushing it to juniors."
0,Panasonic,,4.0,Good learning ground,Staff Engineer,Singapore,Able to attend many courses to hone your practical skills. Good career prospects and good management,Stressful at times which creates negativity
0,Panasonic,,2.0,Engineer,Engineer,Singapore,"Work-life balance Flexi-hours Convenient location, next to MRT station","Below market rate salary No career progression Bad working environment No trust in employees Backstabbing, Whistle-blowing and Blaming culture No motivation and innovation"
0,Panasonic,,3.0,Tradiational Japanese company,Engineer,Singapore,Stable job. Management carry a lot of responsibilities. Good and time proven processes.,"Reluctant to change. Too many unmotivated staff. Low pay, long hours. Unable to adapt to new technology."
0,Panasonic,,3.0,PFSAP (Panasonic-Singapore),Mechanical Engineer,Singapore,Work is very convenient and working time can arrange for working mom(like me),"Now majority managed by locals, and Japanese were advisers only."
0,Panasonic,,3.0,"satisfying salary, but with no passion",Software Engineer(Internship),Singapore,"satisfying salary, good welfare, kind teammates","typical Japanese company, boring and not active at all"
0,Panasonic,,2.0,Engineer,Engineer,Singapore,good work life balance and colleagues are quite helpful,No directions from the local and Japanese management.
0,Panasonic,,4.0,Good place to work in,Product Development Engineer,"Bedok New Town,","Nice boss, always take care of people under him.","Expect to perform secondary roles, besides your primary job scope."
0,Panasonic,,5.0,Best Internship Ever !!,Embedded Hardware Engineer,"Bedok New Town,",Everything is best! There is lot of support for interns,Not much variety of food :)
0,Panasonic,,3.0,Sort of stressful,Equipment Engineer,Singapore,Opportunity to learn many things,It's even harder to take a day leave due to manpower shortage
0,Panasonic,,3.0,Good place to work,Senior Mechanical Engineer,"Bedok New Town,",People are friendly and helpful,Promotion will take many years
0,Panasonic,,2.0,Senior Software Engineer,Senior Software Engineer,"Ang Mo Kio New Town,","- good office facilities (ie, spacious work place) -AWS, bonus",-It's not very efficient -Non-technical oriented management
0,Panasonic,,3.0,Engineer,Engineer,Singapore,"Work life balance, a lot of training opportunities","Conservative culture, most of the implemented technologies are outdated"
0,Panasonic,,5.0,Panasonic Life,Engineer,Singapore,work life balance is good,career management at later stage can be improved
0,Panasonic,,3.0,reasearch engineer,Senior Staff Engineer,"Bedok New Town,",chance to learn up to date tech,relatively low pay and no wellfare
0,Panasonic,,3.0,No Comments,Software Engineer,Singapore,No comments. Good place non the less.,It's an okay place to be.
0,Panasonic,,4.0,ok,AI Engineer,Singapore,"relax environment, free to try anything","no product, all proof of concept work"
0,Panasonic,,4.0,Normal,Software Engineer,Singapore,Work with overseas colleague Friendly boss Friendly local colleagues,Micro management of tasks Small company
0,Panasonic,,4.0,Salary,Quality Manager,"Bedok New Town,",Good working culture n good salary,Long hours and lack of direction
0,Panasonic,,4.0,Nice Environment,Software Engineer,Singapore,Good to learn and attractive AWS,slowly to get the promotion
0,Panasonic,,3.0,Good,Software Engineer,Singapore,Friendly environment to work in. Good management.,Nothing really. Overall good environment.
0,Panasonic,,3.0,Average,Engineer,Singapore,Stepping stone for a better industry,Japanese tend to be stubborn
0,Panasonic,,3.0,Moderate,Engineer,"Bedok New Town,",A Good Work-life Balance Flexi hours,Slow Growth The Management keeps changing
0,Panasonic,,2.0,Less Benefits,Senior Software Developer,"Bedok New Town,",Good team members to work,Less pay and medical benefits
0,PSA International,,5.0,good,Robotic Process Automation (RPA) Developer,"Pasir Panjang,","good work life balance, salary is good",nothing much maybe career progression
0,PSA International,,4.0,Front Line Engineer,Senior Engineer,Singapore,- Helpful work environment - Helpful managers,- Lack of coordination from IT backend.
0,PSA International,,3.0,Good for local,AI Lead Engineer,Singapore River,"Good team, work is fun","Too much work, less variety"
0,PSA International,,5.0,Port that never sleeps,Senior Mechanical Engineer,Singapore,Working in PSA has a lot of incentives.,"Depends on your role and department, you can hardly take leave."
0,PSA International,,3.0,Ok place to work,Sr. Software Engineer,Singapore,Very stable and laid-back job with reasonable scope for innovation.,Very rigid working environment. No work life balance.
0,PSA International,,4.0,Great Company,Mechancial Engineer,Singapore,Many experience professionals. Many things to learn.,Politics can be felt. May and may not affect new joiners
0,PSA International,,4.0,"Good learning ground for fresh grad, pay can be better.",Senior Mechanical Engineer,Singapore,"Friendly colleagues, chance of rotation if you feel the current role does not suit you. Good learning ground for fresh graduates. High bonus and often receive NTUC vouchers company wide.","Base pay is not great, but compensated by bonus. Lots of other roles like events planning, safety related works to be done. Semi-government so lots of protocols to follow."
