,Unnamed: 0,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review,pro_score,con_score,rating_score,weighted_score,work_life_and_flexibility_job_aspect_score,career_development_and_learning_job_aspect_score,compensation_benefits_and_security_job_aspect_score,culture_and_environment_job_aspect_score,management_and_communication_job_aspect_score,diversity_and_inclusion_job_aspect_score,employee_engagement_and_satisfaction_job_aspect_score,operational_efficiency_and_resources_job_aspect_score,innovation_and_strategic_vision_job_aspect_score,global_impact_and_social_responsibility_job_aspect_score,job_position_category
826,0,Google,,4.0,"Smart respectful engineers, good culture, lots of different systems",Senior Software Engineer,Singapore,The culture is awesome - people really care for each other,"lots of different systems, many legacy you end up spending more time understanding existing systems - many of which do similar things, many are legacy or just plain old mostly waterfall planning",0.8221,0.0,0.5,0.455525,,,,0.8221,,,,,,,software_engineer
828,0,Google,,4.0,OK,Software Engineer,Singapore,Good perks and work life balance,Too much politics and not the best place for early career growth,0.4404,-0.1945,0.5,0.311475,0.4404,-0.1945,,,,,,,,,software_engineer
829,0,Google,,5.0,happy years in Google,Senior Java Developer,Singapore,"relax feel good,the atmosphere is amazing",colleages always take too long leaves for vocations,0.7717,0.0,1.0,0.692925,,,,,,,,,,,software_engineer
830,0,Google,,5.0,Superb company to be in,Software Engineer,Singapore,All pros no cons. Benefit is great.,Super. No con. Awesome environment,0.7096,0.7783,1.0,0.871975,,,,,,,,,,,software_engineer
831,0,Google,,5.0,Lots of benefits,Software Engineer,Singapore,A lot of perks for employess,"Depends on location, employees can feel less appreciated compared to US counterpart.",0.0,0.4601,1.0,0.615025,,,,,,,,,,,software_engineer
833,0,Google,,4.0,Culture getting worse,Software Engineer,Singapore,Daily free food with loads of options.,Different teams having vastly different workload.,0.5106,0.0,0.5,0.37765000000000004,,,,,,,,,,,software_engineer
834,0,Google,,5.0,decent,Junior Developer,Singapore,good pay good benefits good staffs,far to travel from suburbs,0.872,0.0,1.0,0.718,,,0.872,,,,,,,,software_engineer
836,0,Google,,5.0,Great Company,Software Engineer,Singapore,"Free snacks and drink in office, friendly workers and tons of benefits!",no cons here at Google,0.8553,-0.296,1.0,0.639825,,,0.8553,,,,,,,,software_engineer
837,0,Google,,5.0,Nice WLB,Software Engineer,Singapore,"Good WLB, nice benefits. Lots of learning opportunities.","Slow promotion, low ball package.",0.872,-0.2732,1.0,0.6496999999999999,,0.872,0.872,,,,,,,,software_engineer
839,0,Google,,3.0,software engineer,Software Engineer,Singapore,Google is most frendly. there attitude is multi talented.,i have no comment this purpose.,0.5106,-0.296,0.0,0.05365000000000002,,,,,,,,,,,software_engineer
840,0,Google,,5.0,Excellent Experience,Software Engineer,Singapore,"Great work life balance, mentoring and benefits","No cons at all, other than that it makes you fat",0.7717,-0.296,1.0,0.6189250000000001,0.7717,,0.7717,,,,,,,,software_engineer
841,0,Google,,3.0,Good,Software Engineer,Marina South,"Good salary, free lunch and snacks",Nothing bad about it at google,0.7351,0.431,0.0,0.291525,,,0.7351,,,,,,,,software_engineer
842,0,Google,,5.0,Nil,Junior Software Engineer,Singapore,Good work life balance and salary,Hard to progress for career,0.4404,0.34,1.0,0.6951,0.4404,,0.4404,,,,,,,,software_engineer
843,0,Google,,5.0,Great place to build a long and stable career,Software Engineer,Singapore,"Big company, lots of opportunity to try new things. Leaders listen to employees. Long time Googlers care about the culture, and ensure the company stays true to its values.","Big company, a lot of the work is not glamorous anymore. We need to keep things running for billions of users. We need to stay at the cutting edge of privacy. So less opportunity to build brand new things.",0.9201,-0.107,1.0,0.703275,,,,0.9201,,,,,,,software_engineer
844,0,Google,,5.0,Great perks and culture!,Software Engineer,Singapore,"- Fun and challenging projects to work on. - Good culture within and across teams. - Best-in-class perks, including paternal leave.","The company has gone fully remote since the start of the pandemic, but has not committed to a fully remote work status. Employees are expected to return to office when the pandemic subsides.",0.765,-0.3007,1.0,0.616075,-0.3007,,,0.765,,,,,,,software_engineer
846,0,Google,,5.0,culture review,Software Engineer,Singapore,its good to be on google,hard to say any cons,0.4404,-0.1027,1.0,0.584425,,,,,,,,,,,software_engineer
848,0,Google,,5.0,Very good,Senior Software Engineer,Singapore,innovative innovative innovative innovative innovative,flexible flexible flexible flexible flexible,0.926,0.7579,1.0,0.920975,,,,,,,,,,,software_engineer
849,0,Google,,5.0,not bad,Software Engineer,Singapore,"not bad, feel work life balance","not bad, far from home",0.431,0.431,1.0,0.7155,0.431,,,,,,,,,,software_engineer
850,0,Google,,5.0,Software Engineer,Software Engineer,Singapore,"Flat Culture, Great Benefit and Facility","Overworked, Extreme Competitive, OT, Slow Deployment",0.7964,0.1779,1.0,0.743575,,,,0.7964,,,,,,,software_engineer
851,0,Google,,4.0,SWE,Software Engineer (Swe II),Singapore,Wok Life Balance and good food,low ball than other company,0.4404,-0.2732,0.5,0.2918,,,,,,,,,,,software_engineer
852,0,Google,,5.0,"Interesting work, good work life balance",Software Engineer II,Singapore,"Good working hours, lots of other benefits (health care, education, etc.)",As far as I know no problem.,0.8271,-0.5994,1.0,0.556925,,,0.8271,0.8271,,,,,,,software_engineer
854,0,Google,,5.0,Good,Software Engineer,Singapore,"All good, everything good, like it","Current don’t have, maybe tell next time",0.8074,0.0,1.0,0.70185,,,,,,,,,,,software_engineer
855,0,Google,,2.0,good stuff,Senior Software Engineer,Singapore,great company to work for,terrible ceo. do not approve,0.6249,-0.4767,-0.5,-0.21295,,,,,,,,,,,software_engineer
857,0,Google,,5.0,Senior Software Engineer,Senior Software Engineer,Singapore,Self Motivation Team Player. who always think out of the box.,nothing special which i can identify,0.34,-0.3089,1.0,0.507775,,,,,,,,,,,software_engineer
858,0,Google,,5.0,yes,Junior Software Engineer,Singapore,great company smart people great pay,nothing much to be honest,0.8885,0.5106,1.0,0.849775,,,0.8885,,,,,,,,software_engineer
859,0,Google,,5.0,Proud to be Googlers,Software Engineer,Singapore,Owsm company Everyone are cooperative,"No cons in Google ,best job",0.0,0.4588,1.0,0.6147,,,,,,,,,,,software_engineer
860,0,Google,,5.0,Awesome company!,Software Engineer,Singapore,Growing rapidly despite its mega size,Hiring process is too slow and painful for candidates,0.1779,-0.4404,1.0,0.434375,,,,,,,,,,,software_engineer
861,0,Google,,4.0,Looking for jobs to gain more success,Senior Software Engineer,Singapore,"The working environment at Google is very much conducive, colleagues are really helpful and attend you when you are in need.",Well it can get stressful sometimes.,0.4754,-0.296,0.5,0.29485,,,,,,,,,,,software_engineer
863,0,Google,,4.0,L3 Experience,Software Engineer,Singapore,Great benefit. They will cover most of people's general problems.,Too much politics if you have bad upper-management,0.6597,-0.5423,0.5,0.27935,,,,,-0.5423,,,,,,software_engineer
864,0,Google,,5.0,Software Engineer,Software Engineering,Singapore,Nice people to work with,Easy to replace as the team is full of super stars,0.4215,0.7783,1.0,0.7999499999999999,,,,,,,,,,,software_engineer
866,0,Google,,5.0,Nice Place to work,Senior Software Engineer,Singapore,Awesome working place to work,sleepless nights. countless meetings to attend,0.6249,0.0,1.0,0.6562250000000001,,,,,,,,,,,software_engineer
867,0,Google,,5.0,Mi zjzfnxmznvzmgsjgjfgj,Senior Software Engineer,Singapore,"Good working culture, excellent food options good holidays",No cons all the things are perfect and blessings,0.9022,0.7184,1.0,0.90515,,,,0.9022,,,,,,,software_engineer
868,0,Google,,5.0,Great inclusive culture,Software Engineer,Singapore,Work on meaningful projects with top talents,Mostly the same as a standard software engineer's woes,0.7269,-0.4404,1.0,0.571625,,,,,,,,,,,software_engineer
869,0,Google,,5.0,Working at Google is an unique oppotunity,Software Developer,Singapore,Working at Google is a unique opportunity,it is really stressful sometimes,0.4215,-0.5563,1.0,0.4663,,,,,,,,,,,software_engineer
872,0,Google,,5.0,Great place to work,Software Engineer,Singapore,Great place to work Great place to work,nothing to declare here etc,0.8481,0.0,1.0,0.712025,,,,,,,,,,,software_engineer
873,0,Google,,5.0,good place to work at,Software Engineer,Singapore,freedom to initiate projects fast processes,no cons so far that I see,0.6369,-0.296,1.0,0.585225,,,,,,,,,,,software_engineer
874,0,Google,,5.0,"Great working culture, pay is great",Software Engineer,Singapore,"Flexible working arrangements, relaxed atmosphere",I can't find a flaw.,0.6249,0.0,1.0,0.6562250000000001,,,,,,,,,,,software_engineer
875,0,Google,,5.0,good company,Computer Programmer,Singapore,many benefits and compensations. lively work environment,no cons as company spirit is good,0.6705,0.34,1.0,0.752625,,,0.6705,0.6705,,,,,,,software_engineer
877,0,Google,,5.0,Good place to work,Software Engineer,Singapore,Great atmosphere Nice place Good tech High salary,More challange Hard to hired No fulltime remote,0.8689,-0.4364,1.0,0.608125,,,0.8689,,,,,,,,software_engineer
881,0,Google,,4.0,Engineering,Software Engineer,Singapore,Salaries high and the environment is very nice,I think there are no cons,0.4754,-0.296,0.5,0.29485,,,,,,,,,,,software_engineer
883,0,Google,,3.0,Very great!,Software Engineer,Singapore,"Talented people, great work life balance",Things could be a little slow,0.8126,0.0,0.0,0.20315,0.8126,,,,,,,,,,software_engineer
885,0,Google,,4.0,Best to work,Software Developer,Singapore,flexible working good working environment the perks,Potentially long durations between promotions.,0.5859,0.0,0.5,0.396475,,,,,,,,,,,software_engineer
886,0,Google,,5.0,Good wlb,Software Engineer,Singapore,Good wlb and good compensation,Less growth and interesting work,0.7003,0.578,1.0,0.8195749999999999,,,0.7003,,,,,,,,software_engineer
887,0,Google,,4.0,Software engineer,Software Engineer,Singapore,- Awesome work life balance.,- Less variety of work.,0.6249,0.0,0.5,0.406225,0.6249,,,,,,,,,,software_engineer
888,0,Google,,4.0,Good,Software Engineer,Singapore,"Good and Fun, very interesting","No Cons, eat food every day",0.8479,-0.296,0.5,0.387975,,,,,,,,,,,software_engineer
889,0,Google,,1.0,Check one time,Software Engineer,Singapore,Salary is very good and the only good reason,"Long working hours, like very long",0.7496,0.3612,-1.0,-0.2223,,,0.7496,,,,,,,,software_engineer
890,0,MSD,,5.0,Good place for work life balance,Senior Software Engineer,Singapore,1. Company has good leadership and vision. 2. Very good work life balance. 3. Leaders always encourage us to decline meetings after work hours and take breaks. Nobody disturbs you when you are on holiday. 4. People that you work with are likely to be experts in their fields. 5. The products are meaningful and give you a sense of purpose. Products/software you build is not just going to line a rich man’s pocket but is actually useful for humanity.,"1. Salary is on the lower side compared to tech companies, but you also won’t get fired like tech companies.",0.9052,-0.5023,1.0,0.600725,0.9052,,-0.5023,,0.9052,,,,,,software_engineer
893,0,MSD,,4.0,Overall a great company,Software Engineer,Singapore,"- Great work-life balance - Most teams have good culture - Decent benefits (medical, flexible, bonus)",- Slow pace - Salary for IT roles not very competitive,0.8948,-0.1864,0.5,0.42710000000000004,0.8948,,0.7084,0.8948,,,,,,,software_engineer
894,0,MSD,,4.0,Senior Automation Engineer,Senior Automation Engineer,Singapore,Good to learn and explore new technologies.,Too much work load pressure,0.4404,-0.296,0.5,0.2861,,,,,,,,,,,dev_ops_engineer
896,0,MSD,,4.0,Internship Review,Cloud Engineer Intern,Singapore,"Amazing office culture, supportive colleagues.",Smaller IT team in Singapore,0.7184,0.0,0.5,0.4296,,,,0.7184,,,,,,,cloud_engineer
898,0,MSD,,5.0,Great place to work,Data Engineer,Singapore,Inclusive and welcoming work place Recognition and reward programs Good bonus Growth opportunities,"US based company, so need to extend evenings to connect with US customers Less opportunities in SG compared to US, Europe region",0.9531,0.5058,1.0,0.864725,,0.9531,0.9531,,,,,,,,data_scientist_or_analyst
900,0,MSD,,4.0,Flexible work arrangement,Quality Assurance,Singapore,"Good work life balance, hybrid work arrangement.","Company transport is really bad. Very few locations in the morning, only drop off at tuas during evening.",0.4404,-0.7089,0.5,0.182875,0.4404,,,,,,,,,,qa_automation_tester
901,0,MSD,,4.0,Good benefit,Automation Engineer,"Tuas,",Multiple medical benefit Good peer incentives,Long working hours required Standby duty,0.802,0.0,0.5,0.4505,,,,,,,,,,,dev_ops_engineer
905,0,MSD,,4.0,Challenging role ; Wonderful Work Culture ; An approachable Leadership team!,Senior Automation Engineer,Singapore,"A fantastic organization, amazing work culture, a good team and very competitive-supportive functioal teams. One can approach any personnel in the organisation irrespective of their position to get your doubts clarified! Senior Management listens to you very well and looks to take an action, which I think motivates anyone!","Be prepared for Long working hours especially in any supporting roles. Poor Work-Life balance, but the management has been taking action to better it. Compensation could be a better for the amount of work being done.",0.9017,0.8474,0.5,0.687275,0.8474,,0.8474,0.9017,1.7490999999999999,,,,,,dev_ops_engineer
906,0,MSD,,5.0,Not good for fresh graudate to learn technique skill,Automation Engineer,"Jurong West New Town,","Good management, exposed to many different brand knowledge",don't have time to focus on one thing. have to do multiple tasks parallelly. Sometimes need to complete the task in Weekend.,0.3818,0.0,1.0,0.59545,,,,,0.3818,,,,,,dev_ops_engineer
907,0,MSD,,4.0,Good place for industrial automation engineer,Automation Engineer,Singapore,got senior manager position for industrial automation,workload can be over whelming,0.0,0.0,0.5,0.25,,,,,,,,,,,dev_ops_engineer
909,0,MSD,,3.0,Work Life Balance,Senior Software Engineer,Singapore,Work life balance. Family first policy. Great culture.,"Night calls, off hour calls. Paid the same but sometimes twice the work. Low compensation compare to IT industry.",0.6249,-0.3919,0.0,0.058249999999999996,0.6249,,-0.3919,0.6249,,,,,,,software_engineer
913,0,MSD,,5.0,Great Employer,Software Engineer,Singapore,Great work place to learn and evolve Good opportunities Employee benefits Flexibility Diverse culture,No remote working from home country,0.9274,-0.296,1.0,0.65785,-0.296,,0.9274,0.9274,,,,,,,software_engineer
916,0,MSD,,5.0,Good culture,Software Engineer,Singapore,Helpful colleague Good Culture Established enterprise system to mitigate risk,Complicated Bussiness Process Slow moving in many areas,0.5574,0.0,1.0,0.63935,,,,0.5574,,,,,,,software_engineer
917,0,MSD,,5.0,Excellent place to work with great work life balance and staff benefits,Senior Mobile Applications Developer,Singapore,Healthcare Benefits Work-life balance Work which impact lives,Too many meetings Many compliance and process-related issues Hierarchical,0.3818,0.0,1.0,0.59545,0.3818,,0.3818,0.3818,,,,,,,software_engineer
918,0,MSD,,5.0,Good Company for Freshers,Automation Engineer,Singapore,"Good Team, Friendly and Professional Employees",Hectic work to meet deadlines.,0.7269,0.0,1.0,0.681725,,,,,,,,,,,dev_ops_engineer
920,0,MSD,,4.0,Good salary No life,Senior Automation Engineer,Singapore,"Good salary, good bonus benefits",No work life balance,0.8979,-0.296,0.5,0.400475,-0.296,,0.8979,,,,,,,,dev_ops_engineer
921,0,MSD,,4.0,Good Job Advancement,Quality Assurance,Singapore,Big Organisation Open concept Systematic People Management,Complexity Adapt to changes Least work life balance,0.0,0.0,0.5,0.25,0.0,,,,0.0,,,,,,qa_automation_tester
924,0,MSD,,1.0,Looks great on the outside only,QA Specialist,"Tuas,",stable MNC with good reputable.,"No training development, HR benefits are lousy.",0.6249,-0.4767,-1.0,-0.46295,,-0.4767,-0.4767,,,,,,,,qa_automation_tester
927,0,Amazon,,2.0,Low pay of company,Data Engineer,Singapore,More chances to learn the new tech,Always need to overtime and communication cost is high,0.2716,0.0,-0.5,-0.18209999999999998,,,,,0.0,,,,,,data_scientist_or_analyst
928,0,Amazon,,3.0,Great company & Perks,Senior Software Engineer,Singapore,- Flexible working hours - Can still work from home for some of the week - Great team,- To much middle management - Difficult to get anything approved in quick time,0.7184,0.0772,0.0,0.19890000000000002,0.7184,,,,0.0772,,,,,,software_engineer
929,0,Amazon,,3.0,Excellent,Software Engineer,Singapore,"Great culture (no blame culture, great mentorship, opportunities for growth) Valuable mission Good wlb",pantry wasn't big enough for me,0.9371,0.0,0.0,0.234275,,,,0.9371,,,,,,,software_engineer
932,0,Amazon,,5.0,New Joiner Review,Senior Cloud Architect,Singapore,"The company lives and breathes by the Leadership Principles, they are not for show unlike other companies, and the culture is excellent. The focus on onboarding is the best I've seen in my 10+ years of working. Hierarchy is flat, the colleagues are excellent, there is a high level of psychological safety in terms of speaking up and making honest (non-deliberate) mistakes. All of their working principles are backed by scientific research you have probably read in articles (eg. Harvard Business Review, etc), but almost never followed in your current company ever - except Amazon. Technical wise, you working for the world's best Cloud Provider and have a ton of opportunities to learn.","The culture is not for everyone. You have to be very disciplined, a self-starter, and manage your own time and career. In short, you must have a high degree of ownership. This is not a con if you have the right mindset and making very deliberate choices on what you want to focus on (job, experience, family, etc.) Looking at what others have written negatively, especially about work-life balance, they are more of a bad fit rather than a con of working at Amazon. There are many avenues to seek help when you feel overwhelmed, but you have to own the decision.",0.9752,0.2365,1.0,0.802925,0.2365,,,1.2117,0.9752,,,,,,cloud_engineer
934,0,Amazon,,5.0,"Fast Paced Environment, Great for Growth",AWS Cloud Architect,Singapore,"The environment is very fast paced, with fantastic learning opportunities since Day 1. Salary and compensation is good (RSUs etc), not to mention the strong brand name/prestige that comes from working at FAANG. You also get to work with highly intelligent people.","Work life balance leaves more to be desired, but that's due to being shorthanded in a high growth sector.",0.9402,0.6227,1.0,0.890725,0.6227,0.9402,0.9402,,,,,,,,cloud_engineer
935,0,Amazon,,5.0,this is an anonymous post,Senior Cloud Architect,Singapore,this is an anonymous post for salary,there are no downs in working for amazon,0.0,-0.128,1.0,0.46799999999999997,,,0.0,,,,,,,,cloud_engineer
942,0,Amazon,,3.0,Consulting,Software Engineer,Singapore,Flat Management structure and family type.,You are a full-stack software developer.,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,software_engineer
949,0,Amazon,,5.0,"Challenging, Supportive, and Rewarding",Senior Cloud Architect,Singapore,"* Great support from management, co-workers, other teams * Independence is encouraged and celebrated * Solving hard problems with smart people * Strong generative culture","* Not a ton of structure, and it's not always clear what tools and processes exist * Not a lot of hand-holding. Everyone's busy, and it's up to you to figure it out.",0.9538,-0.2924,1.0,0.66535,,,,0.9538,0.9538,,,,,,cloud_engineer
952,0,Amazon,,5.0,Best company I have ever worked with,Cloud Architect,Singapore,- Excellent employee benefits - Good culture and use of leadership principle globally - well organised and documented processes - opportunity to move around internally within different orgs -,"- amazon operates based on more of a ""self-service"" model, no spoon feeding from managers and peers, this will sometimes create difficulties to cop especially for new joiners",0.9201,-0.1531,1.0,0.69175,,,0.9201,0.9201,0.9201,,,,,,cloud_engineer
954,0,Amazon,,3.0,Fast pace learning,AWS Solution Architect,Singapore,"Lot of learning and growth opportunity, you can shape your own career.","Not at all employee centric, so company does not care about you at all, so bare that in mind.",0.6597,-0.3875,0.0,0.06804999999999999,,,,,,,,,,,cloud_engineer
955,0,Amazon,,5.0,Great place to be - loads of learning with Customer focused work,Senior Cloud Architect,Singapore,Absolute customer focus Getting things done mindset Open to trying out new things Learn new things,A very different company to work with so it might take a while to get adjusted,0.0,0.0,1.0,0.5,,,,,,,,,,,cloud_engineer
956,0,Amazon,,5.0,Good Working Culture,AWS/DevOps Engineer,Singapore,One of the best place to work. Lots of opportunity to grow.,"If you are not passionate about work, it's hard to survive",0.7906,-0.4898,1.0,0.5751999999999999,,,,,,,,,,,dev_ops_engineer
957,0,Amazon,,3.0,Good place to learn,Senior Cloud Architect,Singapore,"Latest tech, lots to learn, working with great talent.","high pressure to deliver, long hours, management disconnected from what is happening on the ground with little support and direction.",0.7845,0.0534,0.0,0.209475,,,,,0.0534,,,,,,cloud_engineer
963,0,Amazon,,4.0,Good company to work in,Cloud Architect,Singapore,"Work with smart people, learn many things.",High pressure environment Hard to maintain work life balance,0.4019,-0.3818,0.5,0.255025,-0.3818,,,,,,,,,,cloud_engineer
964,0,Amazon,,3.0,Work at Amazon,Senior Software Engineer,Singapore,Learn from the best and professionals.,Poor work life balance and high competition,0.6369,-0.4767,0.0,0.04005,-0.4767,,,,,,,,,,software_engineer
965,0,Amazon,,3.0,Test,Senior Software Engineer,Singapore,Reputable company with good stability,Not much that i can think of,0.4404,0.0,0.0,0.1101,,,,,,,,,,,software_engineer
971,0,Panasonic,,3.0,stable but boring,Senior Software Engineer,Singapore,good office hours; WFH benefits,jobs not very intelligiently challenging,0.6705,-0.1655,0.0,0.12625,,,0.6705,,,,,,,,software_engineer
974,0,Panasonic,,4.0,Software Engineering Intern,Software Engineering Intern,"Bedok New Town,",Nice supervisor with great patience and expertise.,Perhaps needs a bit more organized management,0.7845,0.0,0.5,0.446125,,,,,0.7845,,,,,,software_engineer
975,0,Panasonic,,4.0,Pros over Cons,Software Engineer,"Tuas,",Very well benefits and wage,Low opportunities and working style,0.6453,0.128,0.5,0.44332499999999997,,,0.6453,,,,,,,,software_engineer
976,0,Panasonic,,4.0,"low salary, but kindly",Senior Software Engineer,Singapore,colleagues are very kindly and the working place is not very good.,low salary and the working place is not very good.,0.2192,-0.5751,0.5,0.16102500000000003,,,-0.5751,,,,,,,,software_engineer
982,0,Panasonic,,4.0,Fun for software ppl,Software Engineer,"Tuas,","Basically, you need to be independent as a software engineer Good bonus Good aws","Ot needed, far from home",0.8519,0.0,0.5,0.462975,,,0.8519,,,,,,,,software_engineer
985,0,Panasonic,,4.0,Good Environment,Software Engineer,"Jurong West New Town,",-welfare is good -work life balance -colleagues are helpful,-old mindset -not systematic workflow -task are given verbally without paper work,0.6908,0.0,0.5,0.42269999999999996,0.6908,,,,,,,,,,software_engineer
996,0,Panasonic,,3.0,Good learning environment for fresh grad,Software Engineer,Singapore,- Many talents staffs who are working as a team - All research projects are very challenging. - Good work environment for young staff to learn - Good benefit,- Working with tight project timeline - No one handle only 1 project - No work life balance - Not much social interaction between staffs,0.9224,-0.5267,0.0,0.09892500000000001,-0.5267,,,0.9224,,,,,,,software_engineer
997,0,Panasonic,,4.0,Working Live in Panasonic Semi Conductor Asia,Test Engineer,Singapore,- Stable company - Benefits are fine and in line with other companies - Free Uniforms - Working hours are fine - Provide OT pay for weekend support,- Canteen food barely make it. - building is old - Management not fast enough in making decision. - Lack of training funds provided. - Not much incentives to work hard.,0.9001,-0.5664,0.5,0.33342499999999997,,-0.5664,0.9001,,-0.5664,,,,,,qa_automation_tester
998,0,Panasonic,,4.0,Great place,Staff Software Engineer,"Bedok New Town,","Multi cultural experience, if you take ownership and challenges, they give more responsibilities, promotion. I have been traveling to support semiconductor products over Asia.","One Chinese ethnic manager (it's not about ethnicity, but I just don't want to name him), terrible, torture. Where as Japanese manager was good. Not very open culture, but more of Japanese culture, where I could not complain about this fellow to higher management",0.4588,-0.6506,0.5,0.20205,,,,-0.6506,-0.6506,,,,,,software_engineer
999,0,Panasonic,,2.0,Not suitable for fresh graduate,Software Engineer,Singapore,you don't need to worry about being fired. A very stable environment. and you salary will get higher by years.,"often overtime working without extra paid. no work and life balance. Being pushed by seniors, leaders or higher levels.manegment level don't take their own responsibility while pushing it to juniors.",0.077,0.2235,-0.5,-0.174875,0.2235,,0.077,,,,,,,,software_engineer
1004,0,Panasonic,,3.0,"satisfying salary, but with no passion",Software Engineer(Internship),Singapore,"satisfying salary, good welfare, kind teammates","typical Japanese company, boring and not active at all",0.8519,-0.5511,0.0,0.07519999999999999,,,0.8519,,,,,,,,software_engineer
1010,0,Panasonic,,2.0,Senior Software Engineer,Senior Software Engineer,"Ang Mo Kio New Town,","- good office facilities (ie, spacious work place) -AWS, bonus",-It's not very efficient -Non-technical oriented management,0.7506,-0.3713,-0.5,-0.155175,,,0.7506,,-0.3713,,,,,,software_engineer
1014,0,Panasonic,,3.0,No Comments,Software Engineer,Singapore,No comments. Good place non the less.,It's an okay place to be.,0.1779,0.2263,0.0,0.10105,,,,,,,,,,,software_engineer
1016,0,Panasonic,,4.0,Normal,Software Engineer,Singapore,Work with overseas colleague Friendly boss Friendly local colleagues,Micro management of tasks Small company,0.7506,0.0,0.5,0.43765,,,,,0.0,,,,,,software_engineer
1018,0,Panasonic,,4.0,Nice Environment,Software Engineer,Singapore,Good to learn and attractive AWS,slowly to get the promotion,0.7003,0.0,0.5,0.425075,,,,,,,,,,,software_engineer
1019,0,Panasonic,,3.0,Good,Software Engineer,Singapore,Friendly environment to work in. Good management.,Nothing really. Overall good environment.,0.7269,-0.3843,0.0,0.08565,,,,,0.7269,,,,,,software_engineer
1022,0,Panasonic,,2.0,Less Benefits,Senior Software Developer,"Bedok New Town,",Good team members to work,Less pay and medical benefits,0.4404,0.3597,-0.5,-0.04997499999999999,,,0.3597,,,,,,,,software_engineer
1023,0,PSA International,,5.0,good,Robotic Process Automation (RPA) Developer,"Pasir Panjang,","good work life balance, salary is good",nothing much maybe career progression,0.7003,0.0,1.0,0.675075,0.7003,0.0,0.7003,,,,,,,,software_engineer
1027,0,PSA International,,3.0,Ok place to work,Sr. Software Engineer,Singapore,Very stable and laid-back job with reasonable scope for innovation.,Very rigid working environment. No work life balance.,0.624,-0.4576,0.0,0.0416,-0.4576,0.624,,,,,,,,,software_engineer
1030,0,PSA International,,5.0,Good working culture,Software Engineer,Singapore,Scope for innovation is good. Can propose and drive projects.,Workload can be on the higher side at times.,0.6705,0.0,1.0,0.667625,,0.6705,,,,,,,,,software_engineer
1037,0,PSA International,,5.0,Meaningful work,Software Architect,Singapore,Bosses who care about me as a person,Still need more time and improvement to work processes,0.4939,0.5046,1.0,0.749625,,,,,,,,,,,software_engineer
1047,0,PSA International,,4.0,Rating,Software Engineer,Singapore,"Friendly co-workers, good culture, good food and shopping nearby",boss tends to give short deadlines. need to overtime,0.8402,0.0,0.5,0.46004999999999996,,,,0.8402,,,,,,,software_engineer
1048,0,PSA International,,4.0,Employment pay,Data Engineer,Singapore,Standard hierarchy. Increments every year.,Hard to progress in the department.,0.0,0.34,0.5,0.335,,,,,,,,,,,data_scientist_or_analyst
1050,0,PSA International,,3.0,Good company,Software Engineer,Singapore,"Stable company and career, friendly colleague",Some outdated technology still in use,0.6597,0.0,0.0,0.164925,,,,,,,,,,,software_engineer
1086,0,Halliburton,,4.0,Good working environment and colleague,QA/QC Inspector,Singapore,Works with professional people and very helpful colleague,"Oil & Gas Industry Company, you will face job insecurity",0.4754,-0.4215,0.5,0.263475,,,,,,,,,,,qa_automation_tester
1093,0,Halliburton,,4.0,overall,QA Engineer,Singapore,Good environment and friendly workforce,frequent changes in management and alot of changes to employment,0.7269,0.0,0.5,0.431725,,,,,0.0,,,,,,qa_automation_tester
1095,0,Halliburton,,4.0,All good company,QA Lead,"Bedok New Town,",great culture and learning opportunity,Cannot think of any - good company,0.7845,0.4404,0.5,0.556225,,,,0.7845,,,,,,,qa_automation_tester
1099,0,Halliburton,,4.0,good,Software Engineer,Singapore,"nice people, easy to talk, good environment","too old, do things slow.",0.8225,0.0,0.5,0.455625,,,,,,,,,,,software_engineer
1100,0,Roche,,5.0,Good working environment,QA Specialist,Singapore,"- Flexible hybrid work arrangement, rotational development available","No work life balance, huge workload",0.2263,0.0258,1.0,0.563025,0.0258,,,,,,,,,,qa_automation_tester
1102,0,Roche,,5.0,Good,Reliability Engineer,Singapore,Good culture and colleagues. Clean and well maintained,Bad increment and hard to promote,0.7717,-0.3182,1.0,0.613375,,,,0.7717,,,,,,,sre
1103,0,Roche,,3.0,Good,Software Engineer,Singapore,Good benefits to work with,Lots of delay in decision,0.6705,-0.3182,0.0,0.088075,,,0.6705,,,,,,,,software_engineer
1105,0,Roche,,4.0,Good place to work,Senior QA Specialist,Singapore,Support from management and peers,Process are not lean and process not aligned across sites.,0.4019,0.0,0.5,0.350475,,,,,0.4019,,,,,,qa_automation_tester
1111,0,Pactera,,1.0,No growth progression,Quality Assurance,Singapore,"None, they have none pros",They do not have growth progressions,0.0,-0.2924,-1.0,-0.5730999999999999,,-0.2924,,,,,,,,,qa_automation_tester
1112,0,Pactera,,2.0,Terrible work culture,Software Test Engineer,Singapore,Work timings. Didn’t have to do too much overtime.,"Lack of respect, racism, no room for growth, poor salary, toxic work culture, egoistic boss.",0.0,-0.7184,-0.5,-0.4296,,,-0.7184,-0.7184,,,,,,,qa_automation_tester
