Job Description,Tags
"Our Esteemed and Reputable Client is looking for 2 headcount for

Enterprise Architect/ Solution Architect (Software).


Requirements:
Strong involvement as Enterprise Architect/ Solution Architect.
Technically incline in Software Application Design and Implementation.
Good in Software Architectural Design and Implementation.
Knowledge of Software Application Solution is Preferred.
Good in handling Solution Architectural Design and Implementation.
Main responsible for solution design, presale and post-sale deployment of software applicaiton.
Good in Stakeholders/ Clients Management.
Proficient in Cloud Azure, AWS Technologies
Proficiency in software development languages such as Java, Python, C++, or others
Involved in architecture (on-prem/cloud)
Experience in high level design, implementation and technical requirements management.
Involved insoftware development tools and methodologies (e.g. Agile, SCRUM)
Provide consultation to Stakeholders and Clients on Architecting matter.
Minimum 6 years of Solution Architect/ Enterprise Architect experience.
Possess Government / System Integrator domain (Preferred).
Proven experience as a Solution Architect, with a strong portfolio of software systems, applications and project delivery is preferred
Assist to shape the technology roadmap and vendor/partner programs at MSS in line with the strategic direction of the business unit


If you feel that you have the skill-sets that we are looking for, please apply in-confidence with an updated MS Word Resume to: jeline@starcareerconsulting.com
We regret only shortlisted candidate would be contacted.


Yong Jeline (Reg. No. R1101621)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[Requirements Management][Azure][Cloud Computing][Architect][Architectural][Architectures][Architects][Agile][Amazon Web Services][Software][Architectural Design][Solution Architecture][Enterprise Architecture][Architecture Design][Cloud-based][Agile Scrum][architecting][Amazon Cloud][Software Development][IT Application]
"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the team
Our team is responsible for developing next-generation chatbot and machine translation solutions to improve the TikTok Shopping experience across the world. We are currently looking for talented engineers that have a deep understanding of natural language processing and machine learning, especially ones with solid skills and experience of large language models, machine translation, and conversational AI.

Responsibilities
- You will be responsible for developing and optimizing the intelligent customer service of TikTok shopping. This role will work closely with our product and operation teams to understand the intentions of our users, design solutions of experience excellence, and convey these solutions to our users conversationally, with the support of cutting-edge LLMs technology. You will have the chance to develop NLP models (like text classification, machine reading, summarization) and prediction models (like question prediction and chatbot action prediction) to achieve the above goals.
- You will be responsible for developing and optimizing the machine translation service of TikTok shopping to better support cross-region product listing, buyer-seller communication, and commenting. You will have the chance to develop machine translation models for the conversational environment and text generation models from multi-modality inputs.
- You will be responsible for developing and optimizing the multi-modal AIGC model for product copywriting, including product title, selling points, description and live broadcast script creation etc. You will have the chance to apply cutting edge AIGC models to save human effort and improve business performance.

About the job
Responsible for the NLP-related research and development, mainly including:
- Building the intent classifier in a full-stack manner by designing taxonomy, creating and managing high quality labeled data, training the best performed machine learning model (like Bert, GPT), and monitoring the online performance of the model.
- Building the prediction model by mapping the shopping journey of our users to chatbot actions, including suggesting common question-answers and transferring the user to human agent, with cutting-edge prediction models (like Boosting, deep CTR).
- Building the generation model by understanding business requests, exploring proper instructions, developing high-quality data, and finetuning a language model of billions of parameters (e.g., 13B, 60B).
- Working closely with our product and operation teams to quantitatively understand the impact of our chatbot and continuously bridge the business improvement action to model optimization action.

Qualifications
Requirements
- Bachelor and above with majors in Computer Science, Computer Engineering, Statistics, Applied Mathematics, Data Science or other related disciplines.
- At least 3 years of work experience in the related field: Large Language Models, Natural Language Generation, Machine Translation, Question Answering, Machine Reading, Information Extraction, Text Mining and Slassification etc.
- Work experience in e-commerce or the Internet industry is preferred.
- Practical experience in NLP (dialogue system, machine translation, nlp-related projects in IR/Ads system, etc.) are preferred.
- Familiar with at least one computer programming language, including but not limited to Go/ Python/ Java.
- Experience of big data development, including but not limited to hive, spark
- Candidates who have published high-quality papers are preferred, including but not limited to ACL, EMNLP, COLING, AAAI, IEEE TASLP, etc.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",[Machine Learning][Taxonomy][Big Data][Natural Language Processing][Computer Vision][Research and Development][Information Extraction][Text Classification][Python][Statistics][Prediction][Data Science][Java][Machine Translation][Text Mining][Applied Mathematics]
"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in handling Cloud and Security administration.
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
4 years of Cloud and Security design/implementation experience.

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",[Switches][Azure][CCNA][CCNP][Routing][Wireless][Networking][Cloud Services][Intrusion Detection][Prevention][Routers][WAN][Linux][Firewalls]
"Job Description & Requirements
Working Experience And Skill Requirement IT Programmer
a. Must be able to speak and write English proficiently;
b. Have at least three (3) years' post graduate experience working with Personal computers or compatibles;
c. Have at least three (3) years' post graduate experience using MS OS such as Windows 7 or higher and Microsoft Outlook;
d. Able to conduct unit, module, functional and volume testing; to analyze test results and to take corrective action.
For Java Requirement
The Programmer shall be required to:
a. Have three (3) years’ experience, within the past four (4) year’s timeframe, in each of the programming skills: - JSP,
- Servlet,
- Java Bean,
- Java Script,
- Session management
- JDBC, SQL
b. Have two (2) years’ experience, within the past three (3) year’s timeframe, in coding programs using each of the skills:
- HTML 5
- XHTML
- AJAX
- Web Services (REST API)
- JSON
- Java Server Faces
- EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object),
c. Preferably have hands on experience on the following: - IBM RAD9.0 or above or Eclipse or equivalent
- Portal and Portlet development
- n-Tier Architecture
- Java Web Security/LDAP
- JEE Security
- JEE Transaction
- XML
- Web Services (SOAP)
- JNDI
- UML diagrams
- Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc)
The Programmers shall be required to:
i. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
ii. Prepare and document test data;
iii. Prepare and set up testing and production environment;
iv. Prepare and maintain program and system documentation;
v. Assist in establishing file structures and processing logic requirements;
vi. Produce deliverables according to group standards and procedures;
vii. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
viii. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
ix. Train other contract programmers in the relevant skills;
x. Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites;
xi. Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors;
xii. Any other tasks related to System Development and Maintenance as assigned by the supervisors.",[UML][Troubleshooting][XHTML][JSP][Eclipse][SOAP][Windows 7][JDBC][SQL][Project Management][AJAX][HTML 5][EJB][Java][Test Data]
"Client:

Senior System Engineer (Enterprise Infrastructure)


Responsibilities
Involved in RedHat Linux and Network Cisco, design, configuration and maintenance.
Solid experience in handling IT Enterprise Infrastructure Management.
Responsible for Cisco Network/ Linux Operating System troubleshooting, installation and delivery.
Experience in handling AWS Cloud Management.
Manage Systems comprising Servers and Network elements deployed over Wide Area Network
Involved in System specification, Hardware integration, Testing, and System Management.

Requirements
Strong in IT Enterprise Infrastructure Management.
Good in Network, Systems, Servers, Cloud, Linux and Virtualisation.
Possess Network Cisco and/or Red Hat Linux certification.
Experience in handling hardware integration and site testing
Degree in Electronics/Electrical/Computer Engineering or equivalent

We respect your privacy and all communication will be treated with confidentiality.


If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with you updated MS Word Resume to : Kelvin@starcareerconsulting.com


Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[Troubleshooting][Hardware][Active Directory][Administration][Information Technology][Technical Services][Windows Server][Red Hat Linux][Networking][RedHat][Operating Systems][Windows][System Administration][Consulting][Linux][Technical Support]
"Job Description & Requirements
Working Experience And Skill Requirement IT Programmer
a. Must be able to speak and write English proficiently;
b. Have at least three (3) years' post graduate experience working with Personal computers or compatibles;
c. Have at least three (3) years' post graduate experience using MS OS such as Windows 7 or higher and Microsoft Outlook;
d. Able to conduct unit, module, functional and volume testing; to analyze test results and to take corrective action.
For Java Requirement
The Programmer shall be required to:
a. Have three (3) years’ experience, within the past four (4) year’s timeframe, in each of the programming skills: - JSP,
- Servlet,
- Java Bean,
- Java Script,
- Session management
- JDBC, SQL
b. Have two (2) years’ experience, within the past three (3) year’s timeframe, in coding programs using each of the skills:
- HTML 5
- XHTML
- AJAX
- Web Services (REST API)
- JSON
- Java Server Faces
- EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object),
c. Preferably have hands on experience on the following: - IBM RAD9.0 or above or Eclipse or equivalent
- Portal and Portlet development
- n-Tier Architecture
- Java Web Security/LDAP
- JEE Security
- JEE Transaction
- XML
- Web Services (SOAP)
- JNDI
- UML diagrams
- Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc)
The Programmers shall be required to:
i. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
ii. Prepare and document test data;
iii. Prepare and set up testing and production environment;
iv. Prepare and maintain program and system documentation;
v. Assist in establishing file structures and processing logic requirements;
vi. Produce deliverables according to group standards and procedures;
vii. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
viii. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
ix. Train other contract programmers in the relevant skills;
x. Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites;
xi. Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors;
xii. Any other tasks related to System Development and Maintenance as assigned by the supervisors.",[UML][Troubleshooting][XHTML][JSP][Eclipse][SOAP][Windows 7][JDBC][SQL][Project Management][AJAX][HTML 5][EJB][Java][Test Data]
"Job Description & Requirements
Working Experience And Skill Requirement IT Programmer
a. Must be able to speak and write English proficiently;
b. Have at least three (3) years' post graduate experience working with Personal computers or compatibles;
c. Have at least three (3) years' post graduate experience using MS OS such as Windows 7 or higher and Microsoft Outlook;
d. Able to conduct unit, module, functional and volume testing; to analyze test results and to take corrective action.
For Java Requirement
The Programmer shall be required to:
a. Have three (3) years’ experience, within the past four (4) year’s timeframe, in each of the programming skills: - JSP,
- Servlet,
- Java Bean,
- Java Script,
- Session management
- JDBC, SQL
b. Have two (2) years’ experience, within the past three (3) year’s timeframe, in coding programs using each of the skills:
- HTML 5
- XHTML
- AJAX
- Web Services (REST API)
- JSON
- Java Server Faces
- EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object),
c. Preferably have hands on experience on the following: - IBM RAD9.0 or above or Eclipse or equivalent
- Portal and Portlet development
- n-Tier Architecture
- Java Web Security/LDAP
- JEE Security
- JEE Transaction
- XML
- Web Services (SOAP)
- JNDI
- UML diagrams
- Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc)
The Programmers shall be required to:
i. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
ii. Prepare and document test data;
iii. Prepare and set up testing and production environment;
iv. Prepare and maintain program and system documentation;
v. Assist in establishing file structures and processing logic requirements;
vi. Produce deliverables according to group standards and procedures;
vii. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
viii. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
ix. Train other contract programmers in the relevant skills;
x. Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites;
xi. Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors;
xii. Any other tasks related to System Development and Maintenance as assigned by the supervisors.",[UML][Troubleshooting][XHTML][JSP][Eclipse][SOAP][Windows 7][JDBC][SQL][Project Management][AJAX][HTML 5][EJB][Java][Test Data]
"Client:

Senior System Engineer (O365, Exchange)


Responsibilities
Involved in day to day Operation of Premise Exchange and O365 services
Solid experience in handling IT Enterprise Infrastructure Management.
Responsible for providing day-to-day Microsoft on-prem Exchange, Exchange Online, Intune, Mail Relay and SMTP email operational support to internal customers
Experience in managing IT Infrastructure.
Support Projects such as Migration and Intune Deployment.
Involved in IT Infrastructure Management, System, Server and Network.

Requirements
Strong in handling O365 and On-Premise Exchange.
Good knowledge of MS Exchange 2016 and O365
Good in providing second level end user support/managing ticket queue.
Experience in handling vendors on new features and roadmaps.
Min. Degree in Computer Science, Information Technology Management, Computer Engineering or equivalent qualifications.

We respect your privacy and all communication will be treated with confidentiality.


If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with you updated MS Word Resume to : jeline@starcareerconsulting.com


Jeline Yong (Reg: R1101621)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[Microsoft 365][Enterprise IT Infrastructure][Office 365][Microsoft Mail][MS-Exchange][Active Directory][IT infrastructure][Information Technology][Technical Services][Microsoft Exchange][Microsoft Office 365][Windows Server][Red Hat Linux][Networking][Operating Systems][System Administration][Exchange Support][Exchange Server][Infrastructure Support][Technical Support]
"Job Description & Requirements
Working Experience And Skill Requirement IT Programmer
a. Must be able to speak and write English proficiently;
b. Have at least three (3) years' post graduate experience working with Personal computers or compatibles;
c. Have at least three (3) years' post graduate experience using MS OS such as Windows 7 or higher and Microsoft Outlook;
d. Able to conduct unit, module, functional and volume testing; to analyze test results and to take corrective action.
For Java Requirement
The Programmer shall be required to:
a. Have three (3) years’ experience, within the past four (4) year’s timeframe, in each of the programming skills: - JSP,
- Servlet,
- Java Bean,
- Java Script,
- Session management
- JDBC, SQL
b. Have two (2) years’ experience, within the past three (3) year’s timeframe, in coding programs using each of the skills:
- HTML 5
- XHTML
- AJAX
- Web Services (REST API)
- JSON
- Java Server Faces
- EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object),
c. Preferably have hands on experience on the following: - IBM RAD9.0 or above or Eclipse or equivalent
- Portal and Portlet development
- n-Tier Architecture
- Java Web Security/LDAP
- JEE Security
- JEE Transaction
- XML
- Web Services (SOAP)
- JNDI
- UML diagrams
- Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc)
The Programmers shall be required to:
i. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
ii. Prepare and document test data;
iii. Prepare and set up testing and production environment;
iv. Prepare and maintain program and system documentation;
v. Assist in establishing file structures and processing logic requirements;
vi. Produce deliverables according to group standards and procedures;
vii. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
viii. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
ix. Train other contract programmers in the relevant skills;
x. Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites;
xi. Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors;
xii. Any other tasks related to System Development and Maintenance as assigned by the supervisors.",[UML][Troubleshooting][XHTML][JSP][Eclipse][SOAP][Windows 7][JDBC][SQL][Project Management][AJAX][HTML 5][EJB][Java][Test Data]
"ByteDance will be prioritizing applicants who have a current right to work in Singapore, and do not require ByteDance's sponsorship of a visa.

ByteDance
Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.

Why Join Us
At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance.

Join the Innovative BytePlus Team
This is a once in a lifetime opportunity to join the world's fastest growing startup as well as the biggest unicorn by valuation. With ByteDance's vision to build global platforms of creation and interaction, BytePlus is devoted to developing innovative technologies and products for businesses to fuel their next wave of growth. It is the best time to join us and pave into the new era together!

We are looking for partnership professionals to join our team in tapping into potential client opportunities and growing a new B2B business unit, BytePlus, within ByteDance. You will be responsible for leading partnership initiatives for our cutting edge innovation technology solutions on a global scale, creating value, driving revenue, by consistently building and enhancing a strong ecosystem across regions, markets and industries from scratch.

Responsibilities
- Develop and implement BytePlus ecosystem strategy, in particular through partnership with channel partners, technology partners and ISVs;
- Establish longterm, productive, professional business relationships with top tier global partners.
- Work with cross functional teams to negotiate, build and manage comprehensive partnership and GTM agreements that drive mutual goals of business growth for Byteplus and partners.
- Deploy customized partner enablement programs to accelerate partner technical, sales, market and Byteplus partnership readiness.
- Build market awareness and perception of BytePlus as the premier hardcore player for technology partners and ISVs, through proper engagement and enablement.
- Promote BytePlus’s benefits to all partners via conference speaking engagements, webinars, videos and other scaled outreach.

Qualifications
- Minimum of 7 years of experience in Enterprise sales and/or partnerships in top tier technology companies.
- Experience with technology solutions across SoftwareasaService (SaaS), PlatformasaService (PaaS) and InfrastructureasaService (IaaS) markets.
- A track record of successfully leading and growing partnerships by upselling and building strong relationships with both internal and external teams.
- Experience leading executive business plans and independently translating topline goals into an impactful business plan, prioritizing initiatives that will drive value for the partnership
- Experience in building scalable partnerships with VCs, global system integrators, channel partners, and technology partners.
- Bachelor degree or above.

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",[Negotiation][Sponsorship][Upselling][Channel Partners][Unicorn][Valuation][Translating][Technology Solutions][Strategy][B2B][Scratch][VCS][SaaS][Communication Skills][Business Development][Technical Sales]
"Must be able to speak and write English proficiently;
a. Have at least three (1.5) years' post graduate experience working with Personal
computers or compatibles;
b. Have at least three (1.5) years' post graduate experience using MS OS such as
Windows 7 or higher and Microsoft Outlook;
c. Able to conduct unit, module, functional and volume testing; to analyze test results
and to take corrective action
d. Must have 1.5 years’ Microsoft SQL Server 2008 R2 (or higher version) programming experience
f) Must have 1.5 years’ Microsoft SQL Server Management Studio programming
experience (Database Engine; Analysis Services, SQL Server integration Services, Reporting Services)
g) Must have 1.5 years programming experience in ASP.Net",[Outlook][ISPF][ASPNet][COBOL][Stress][IBM Mainframe][Windows 7][JCL][Microsoft SQL Server][SQL Server][TSO][DB2][VSAM][CICS][Analysis Services]
"Database Administrator (MSSQL)

Job Scope:
Heavily involved in MSSQL Database Construction, Migration, Upgrade and Maintenance.
Responsible for Database table traffic, solution for MSSQL query tuning, Store Procedure and database storage and integrityInvolved in gathering of Business User's requirements, Analysis and Support.
Involved in MSSQL Database Design, Analyze, Create and Tuning.
Requirements:
Strong in MSSQL Scripting, Design, Performance Tuning and Data Security
Involved in Database Deployment, Patching, Support
Good in setting up MSSQL Database clusters, storage, backup, or recovery processes.
Implement change requests related to development in database such as table design, triggers, and stored procedures
Good in MSSQL Database design, security, performance and reliability.
Experience in analyzing Database tables access traffic and optimize the design.
Minimum 5 years of hands-on experience with MS SQL Server Database and Network.
Minimum Degree in Computer Science.
Implement change requests related to development in database such as table design, triggers, and stored procedures
Degree in Computer Science, Computer Engineering, Information Technology, or equivalent.


If you feel that you have the skill-sets that we are looking for, please apply in-confidence with an updated MS Word Resume to jeline@starcareerconsulting.com


Yong Zhehan @Yong Jeline (Reg. No. R1101621)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[SQL database][Database Admin][DB2/SQL][MSSQL][PL/SQL][Troubleshooting][Data Management][Scripting][Administration][Tuning][SQL][Database Administration][Requirements Analysis][SQL Server][Performance Tuning][Database Design][MSSQL Server][MS SQL][Databases][MySQL DBA]
"Responsibilities:
Deliver high quality fully tested code according to specifications
Develop, maintain and improve user friendly interfaces
Diagnose & resolve application/configuration/code level technical issues
Utilize programming methodologies and languages and adhere to coding standards, procedures and techniques while contributing to the technical code documentation
Collaborate with cross-functional teams to define and design new features
Requirements:
Diploma/Degree in Computer Engineering/Computer Science/Information Technology or related discipline.
At least 1 year experience with .NET languages (C#, VB.NET) and strong knowledge of SQL (MS-SQL / SQL Server).
Liaise with Chinese speaking stakeholders
Understanding of Agile methodologies.
Advantageous to have Cloud Platform & Services experience

Interested candidates who wish to apply for the advertised position, please click APPLY to submit your resume.
EA License No.: 13C6305
Reg No: R22108000
For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",[ASPNet][Classroom][.NET][Agile Methodologies][System Testing][JavaScript][User Friendly][SQL][SQL Server][Vbnet][Team Lead][C#][Software Development][MIS][WCF]
"Must be able to speak and write English proficiently;
a. Have at least three (1.5) years' post graduate experience working with Personal
computers or compatibles;
b. Have at least three (1.5) years' post graduate experience using MS OS such as
Windows 7 or higher and Microsoft Outlook;
c. Able to conduct unit, module, functional and volume testing; to analyze test results
and to take corrective action
d. Must have 1.5 years’ Microsoft SQL Server 2008 R2 (or higher version) programming experience
f) Must have 1.5 years’ Microsoft SQL Server Management Studio programming
experience (Database Engine; Analysis Services, SQL Server integration Services, Reporting Services)
g) Must have 1.5 years programming experience in ASP.Net",[Outlook][ISPF][ASPNet][COBOL][Stress][IBM Mainframe][Windows 7][JCL][Microsoft SQL Server][SQL Server][TSO][DB2][VSAM][CICS][Analysis Services]
"Presale Technical Consultant (Network & Security)
Our Esteemed and Reputable Client is looking for a Presale Technical Consultant (Network & Security).


Responsibilities:
To work with sales team to identify, design, architect and provide technical solutions for our customers
To provide ICT Infrastructure solutions to Customers.
Work closely with the sales team to provide technical proposals, presentations and solution bill of materials for tenders and RFPs.
Conducting Proof-of-Concept to showcase its technical feasibility
Liaising with Product Managers to provide feedback from clients about product requirements

Requirements:
Solid experience in providing Pre-Sales, Consultation work on ICT Infrastructure related matter.
Strong in IT system infrastructure solutions.
Experience in handling IT systems or communication technology would be an advantage
Experience in SI / Consulting environment preferred.
Min. 2 years of Pre- Sales experience on ICT Infrastructure
Possess PMP, ITIL would be advantegous
Min. Degree in Computer Science or equivalent.
Excellent interpersonal and customer interface skills, able to socialise and engage with partners, stakeholders and team members well.

If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with you updated MS Word Resume to : kelvin@starcareerconsulting.com


Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[Sales][Cloud Security][CCNA][Customerfacing][Architect][CCNP][Information Technology][Routing][Wireless][Strategy][Network Design][MS Word][Project Management][Networking][Consulting][Business Development][Professional Services][Network Security][Cisco Security][Business Requirements]
"Service Delivery Manager

Job Description & Requirements
Our esteem client is looking for a Service Delivery Manager
The Service Delivery Manager ensure IT Infrastructure Service delivery meets quality standards and identifying areas for improvement, and implementing corrective actions as necessary


Responsibilities:
Good in Managing service delivery budgets, including resource allocation, cost management, and revenue forecasting.
Involved in managing the IT Service Delivery Operation and Management.
Experience in handling Project Budgeting, Delivery, Scheduling and Management.
Good in Client, Vendor and Stakeholder Management.
Managing Service Delivery Contracts with customers. Negotiating terms, ensuring compliance with contractual obligations, and managing customer expectations
Involved in Service Delivery Management.

Requirements:
Strong in Service Delivery Management.
Knowledgeable in IT infrastructure, system and networking.
Experience in Managed Service Scheduling, Budgeting, Delivery and Management.
Demonstrated Service Delivery Management and Project Management.
Demonstrated experience in Managing service delivery budgets, including resource allocation, cost management, and revenue forecasting.
Min. 5 years of Service Delivery Management.
Good Degree in Electrical, Electronic Engineering

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with you updated MS Word Resume to : kelvin@starcareerconsulting.com


We regret only shortlisted candidate would be contacted.


Kelvin Lee (Reg. No. R1872625)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",[Revenue Forecasting][Management Skills][Managed Services][Change Management][Service Management][Outsourcing][Cost Management][Information Technology][Compliance][Problem Management][Service Delivery Management][Budgeting][Consulting][ITIL][Scheduling][Stakeholder Management][Strategic Partnerships][Delivery Management][Incident Management][Service Delivery]
